fips,county,state,state_abbr,location,total_population,poverty_rate,unemployment_rate,no_hs_diploma_rate,uninsured_rate,seniors_pct,youth_pct,disability_rate,single_parent_pct,svi_percentile,hospital_count,state_population,hospitals_per_100k,vulnerability_score,risk_category,access_category,priority_score,priority_level
1001020100,Autauga County,Alabama,AL,Census Tract 201; Autauga County; Alabama,1865,21.6,2.6,16.2,8.2,19.5,24.0,20.1,4.9,0.3635,0.0,5028092,0.0,26.64,Low Risk,Adequate Access,1,Low Priority
1065040000,Hale County,Alabama,AL,Census Tract 400; Hale County; Alabama,4096,24.4,4.7,16.6,12.4,13.5,23.7,19.4,4.0,0.7568,0.0,5028092,0.0,28.01,Low Risk,Adequate Access,1,Low Priority
1065040100,Hale County,Alabama,AL,Census Tract 401; Hale County; Alabama,1308,13.2,7.7,17.1,7.6,23.5,20.0,16.3,4.4,0.4981,0.0,5028092,0.0,24.37,Low Risk,Adequate Access,1,Low Priority
1065040200,Hale County,Alabama,AL,Census Tract 402; Hale County; Alabama,1275,24.1,3.5,14.2,0.0,16.9,17.5,22.7,3.9,0.2904,0.0,5028092,0.0,24.07,Low Risk,Adequate Access,1,Low Priority
1065040300,Hale County,Alabama,AL,Census Tract 403; Hale County; Alabama,2247,42.3,3.3,18.3,5.4,15.0,30.7,31.8,1.2,0.7304,0.0,5028092,0.0,36.45,Moderate Risk,Adequate Access,2,Low Priority
1065040401,Hale County,Alabama,AL,Census Tract 404.01; Hale County; Alabama,2660,52.7,10.6,22.0,4.5,31.4,27.2,29.7,6.5,0.9571,0.0,5028092,0.0,48.07,Moderate Risk,Adequate Access,2,Low Priority
1065040402,Hale County,Alabama,AL,Census Tract 404.02; Hale County; Alabama,1690,68.5,16.5,31.7,4.6,19.2,15.9,30.4,0.0,0.8397,0.0,5028092,0.0,52.63,Moderate Risk,Adequate Access,2,Low Priority
1065040500,Hale County,Alabama,AL,Census Tract 405; Hale County; Alabama,1466,22.4,11.0,14.2,7.3,22.3,21.8,25.2,1.2,0.6448,0.0,5028092,0.0,31.26,Low Risk,Adequate Access,1,Low Priority
1067030100,Henry County,Alabama,AL,Census Tract 301; Henry County; Alabama,1514,32.5,1.9,22.2,4.2,25.6,17.8,24.7,5.9,0.6563,0.0,5028092,0.0,33.01,Moderate Risk,Adequate Access,2,Low Priority
1067030200,Henry County,Alabama,AL,Census Tract 302; Henry County; Alabama,2654,36.2,5.4,23.0,5.9,32.0,16.5,30.1,10.0,0.9013,0.0,5028092,0.0,40.17,Moderate Risk,Adequate Access,2,Low Priority
1067030300,Henry County,Alabama,AL,Census Tract 303; Henry County; Alabama,2929,37.6,9.3,20.9,10.8,29.1,12.9,27.3,1.1,0.6383,0.0,5028092,0.0,42.26,Moderate Risk,Adequate Access,2,Low Priority
1067030400,Henry County,Alabama,AL,Census Tract 304; Henry County; Alabama,1753,33.7,3.5,13.9,13.6,19.1,16.9,23.0,2.9,0.3884,0.0,5028092,0.0,35.42,Moderate Risk,Adequate Access,2,Low Priority
1067030500,Henry County,Alabama,AL,Census Tract 305; Henry County; Alabama,6530,12.4,3.8,16.4,10.9,16.9,27.1,10.9,5.1,0.3851,0.0,5028092,0.0,20.6,Low Risk,Adequate Access,1,Low Priority
1067030600,Henry County,Alabama,AL,Census Tract 306; Henry County; Alabama,1902,26.6,11.2,15.0,9.0,22.5,19.2,24.9,3.3,0.4709,0.0,5028092,0.0,33.97,Moderate Risk,Adequate Access,2,Low Priority
1069040100,Houston County,Alabama,AL,Census Tract 401; Houston County; Alabama,6063,19.1,2.9,6.3,10.1,14.6,25.6,12.4,5.6,0.372,0.0,5028092,0.0,22.59,Low Risk,Adequate Access,1,Low Priority
1069040203,Houston County,Alabama,AL,Census Tract 402.03; Houston County; Alabama,3012,3.4,3.4,2.2,3.9,18.7,21.3,8.2,0.9,0.0612,0.0,5028092,0.0,13.19,Low Risk,Adequate Access,1,Low Priority
1069040204,Houston County,Alabama,AL,Census Tract 402.04; Houston County; Alabama,6517,14.8,2.9,3.8,7.3,20.5,21.2,11.9,4.6,0.3713,0.0,5028092,0.0,21.38,Low Risk,Adequate Access,1,Low Priority
1069040205,Houston County,Alabama,AL,Census Tract 402.05; Houston County; Alabama,5789,8.4,1.7,3.8,3.6,16.0,23.2,11.7,5.2,0.2403,0.0,5028092,0.0,14.82,Low Risk,Adequate Access,1,Low Priority
1069040206,Houston County,Alabama,AL,Census Tract 402.06; Houston County; Alabama,4089,13.9,3.8,8.7,7.5,24.7,16.5,16.2,5.9,0.5401,0.0,5028092,0.0,23.99,Low Risk,Adequate Access,1,Low Priority
1069040301,Houston County,Alabama,AL,Census Tract 403.01; Houston County; Alabama,3723,26.8,7.5,9.5,15.6,18.7,19.8,18.7,10.7,0.7417,0.0,5028092,0.0,32.98,Low Risk,Adequate Access,1,Low Priority
1069040302,Houston County,Alabama,AL,Census Tract 403.02; Houston County; Alabama,4013,40.3,5.0,12.4,13.4,16.7,24.2,19.4,14.7,0.9313,0.0,5028092,0.0,36.87,Moderate Risk,Adequate Access,2,Low Priority
1069040400,Houston County,Alabama,AL,Census Tract 404; Houston County; Alabama,2650,16.0,2.8,5.4,5.1,20.7,26.1,15.3,6.5,0.3494,0.0,5028092,0.0,21.9,Low Risk,Adequate Access,1,Low Priority
1069040500,Houston County,Alabama,AL,Census Tract 405; Houston County; Alabama,3586,17.5,3.8,6.5,9.6,20.7,18.9,17.4,7.3,0.4047,0.0,5028092,0.0,25.45,Low Risk,Adequate Access,1,Low Priority
1069040600,Houston County,Alabama,AL,Census Tract 406; Houston County; Alabama,1774,69.2,19.3,24.1,17.4,12.9,27.6,20.1,17.3,0.9859,0.0,5028092,0.0,54.41,Moderate Risk,Adequate Access,2,Low Priority
1069040700,Houston County,Alabama,AL,Census Tract 407; Houston County; Alabama,2763,38.9,6.9,25.6,18.5,13.9,22.7,14.7,10.2,0.6162,0.0,5028092,0.0,36.78,Moderate Risk,Adequate Access,2,Low Priority
1069040801,Houston County,Alabama,AL,Census Tract 408.01; Houston County; Alabama,5465,14.9,2.8,6.8,9.8,17.3,25.5,16.2,10.1,0.4145,0.0,5028092,0.0,22.54,Low Risk,Adequate Access,1,Low Priority
1069040802,Houston County,Alabama,AL,Census Tract 408.02; Houston County; Alabama,3950,32.1,5.8,12.0,14.7,18.4,23.9,15.4,9.8,0.7201,0.0,5028092,0.0,33.51,Moderate Risk,Adequate Access,2,Low Priority
1069040900,Houston County,Alabama,AL,Census Tract 409; Houston County; Alabama,5355,19.7,3.6,9.5,9.2,18.3,21.4,15.7,5.6,0.5927,0.0,5028092,0.0,24.88,Low Risk,Adequate Access,1,Low Priority
1069041000,Houston County,Alabama,AL,Census Tract 410; Houston County; Alabama,5362,45.8,8.0,19.6,18.3,16.2,26.3,22.0,14.9,0.9506,0.0,5028092,0.0,42.9,Moderate Risk,Adequate Access,2,Low Priority
1069041100,Houston County,Alabama,AL,Census Tract 411; Houston County; Alabama,3475,39.7,5.5,12.3,19.8,17.1,19.4,19.9,8.9,0.8521,0.0,5028092,0.0,39.91,Moderate Risk,Adequate Access,2,Low Priority
1069041200,Houston County,Alabama,AL,Census Tract 412; Houston County; Alabama,2296,72.2,8.3,23.8,15.0,26.9,21.8,28.4,13.7,0.9827,0.0,5028092,0.0,59.01,Moderate Risk,Adequate Access,2,Low Priority
1069041400,Houston County,Alabama,AL,Census Tract 414; Houston County; Alabama,3277,49.7,9.2,24.3,11.1,16.4,26.9,17.9,18.3,0.9584,0.0,5028092,0.0,40.7,Moderate Risk,Adequate Access,2,Low Priority
1069041500,Houston County,Alabama,AL,Census Tract 415; Houston County; Alabama,3856,58.3,14.6,15.6,18.7,19.5,25.7,14.4,11.4,0.9251,0.0,5028092,0.0,49.65,Moderate Risk,Adequate Access,2,Low Priority
1069041600,Houston County,Alabama,AL,Census Tract 416; Houston County; Alabama,5496,27.4,3.7,14.5,11.1,16.0,21.4,15.5,5.9,0.7249,0.0,5028092,0.0,28.35,Low Risk,Adequate Access,1,Low Priority
1069041700,Houston County,Alabama,AL,Census Tract 417; Houston County; Alabama,1223,17.4,3.3,15.0,15.2,20.6,28.9,16.4,3.7,0.5066,0.0,5028092,0.0,27.49,Low Risk,Adequate Access,1,Low Priority
1069041800,Houston County,Alabama,AL,Census Tract 418; Houston County; Alabama,2039,26.2,10.1,16.7,10.9,20.0,17.2,25.2,2.9,0.5481,0.0,5028092,0.0,33.53,Moderate Risk,Adequate Access,2,Low Priority
1069041901,Houston County,Alabama,AL,Census Tract 419.01; Houston County; Alabama,3095,26.1,4.7,13.8,10.8,23.2,20.7,15.3,6.6,0.5451,0.0,5028092,0.0,30.45,Low Risk,Adequate Access,1,Low Priority
1069041902,Houston County,Alabama,AL,Census Tract 419.02; Houston County; Alabama,4814,27.9,2.9,16.5,11.6,20.4,21.0,21.1,7.5,0.6169,0.0,5028092,0.0,31.69,Low Risk,Adequate Access,1,Low Priority
1069042000,Houston County,Alabama,AL,Census Tract 420; Houston County; Alabama,5338,29.1,5.6,16.7,17.0,22.5,19.6,20.4,5.2,0.696,0.0,5028092,0.0,35.97,Moderate Risk,Adequate Access,2,Low Priority
1069042100,Houston County,Alabama,AL,Census Tract 421; Houston County; Alabama,8020,27.2,5.0,18.5,11.1,12.3,27.0,17.8,4.8,0.5013,0.0,5028092,0.0,27.9,Low Risk,Adequate Access,1,Low Priority
1071950101,Jackson County,Alabama,AL,Census Tract 9501.01; Jackson County; Alabama,3087,39.2,17.4,21.6,12.6,19.8,24.7,22.1,1.6,0.6609,0.0,5028092,0.0,41.23,Moderate Risk,Adequate Access,2,Low Priority
1071950102,Jackson County,Alabama,AL,Census Tract 9501.02; Jackson County; Alabama,2692,21.8,12.4,29.0,14.1,18.3,18.9,20.4,5.5,0.5361,0.0,5028092,0.0,31.69,Low Risk,Adequate Access,1,Low Priority
1071950200,Jackson County,Alabama,AL,Census Tract 9502; Jackson County; Alabama,3342,41.4,6.0,15.1,14.0,20.9,18.4,24.3,4.9,0.7534,0.0,5028092,0.0,40.76,Moderate Risk,Adequate Access,2,Low Priority
1071950301,Jackson County,Alabama,AL,Census Tract 9503.01; Jackson County; Alabama,2723,36.7,4.8,27.1,3.7,26.6,22.9,25.8,6.1,0.5729,0.0,5028092,0.0,36.13,Moderate Risk,Adequate Access,2,Low Priority
1071950302,Jackson County,Alabama,AL,Census Tract 9503.02; Jackson County; Alabama,3185,37.6,5.2,24.0,17.3,19.5,21.4,19.9,5.5,0.8987,0.0,5028092,0.0,38.62,Moderate Risk,Adequate Access,2,Low Priority
1071950400,Jackson County,Alabama,AL,Census Tract 9504; Jackson County; Alabama,2100,28.5,5.0,18.1,14.4,20.0,17.0,18.8,5.0,0.6118,0.0,5028092,0.0,33.03,Moderate Risk,Adequate Access,2,Low Priority
1071950500,Jackson County,Alabama,AL,Census Tract 9505; Jackson County; Alabama,3808,26.0,7.7,19.3,6.4,21.2,19.6,22.3,3.4,0.4956,0.0,5028092,0.0,30.4,Low Risk,Adequate Access,1,Low Priority
1071950601,Jackson County,Alabama,AL,Census Tract 9506.01; Jackson County; Alabama,3791,29.4,0.4,19.3,8.0,20.3,18.0,27.6,0.5,0.4598,0.0,5028092,0.0,31.79,Low Risk,Adequate Access,1,Low Priority
1071950602,Jackson County,Alabama,AL,Census Tract 9506.02; Jackson County; Alabama,2285,48.0,3.3,8.4,12.1,17.2,27.0,15.0,14.7,0.6504,0.0,5028092,0.0,38.29,Moderate Risk,Adequate Access,2,Low Priority
1071950700,Jackson County,Alabama,AL,Census Tract 9507; Jackson County; Alabama,4418,31.9,3.8,19.1,11.9,21.1,18.4,25.3,14.3,0.815,0.0,5028092,0.0,35.27,Moderate Risk,Adequate Access,2,Low Priority
1071950800,Jackson County,Alabama,AL,Census Tract 9508; Jackson County; Alabama,4199,43.2,8.1,14.9,11.5,19.9,21.5,30.9,10.4,0.9059,0.0,5028092,0.0,42.44,Moderate Risk,Adequate Access,2,Low Priority
1071950901,Jackson County,Alabama,AL,Census Tract 9509.01; Jackson County; Alabama,1948,23.1,13.0,14.4,10.3,11.4,22.9,14.3,10.9,0.3613,0.0,5028092,0.0,26.58,Low Risk,Adequate Access,1,Low Priority
1071950902,Jackson County,Alabama,AL,Census Tract 9509.02; Jackson County; Alabama,4175,13.8,3.0,5.8,3.6,29.5,18.9,16.3,7.8,0.2159,0.0,5028092,0.0,23.73,Low Risk,Adequate Access,1,Low Priority
1071951000,Jackson County,Alabama,AL,Census Tract 9510; Jackson County; Alabama,4199,31.0,2.5,17.9,10.6,24.9,17.5,20.9,2.0,0.4487,0.0,5028092,0.0,34.1,Moderate Risk,Adequate Access,2,Low Priority
1071951101,Jackson County,Alabama,AL,Census Tract 9511.01; Jackson County; Alabama,4265,22.5,3.1,17.5,12.4,13.2,23.9,15.9,5.4,0.5609,0.0,5028092,0.0,25.66,Low Risk,Adequate Access,1,Low Priority
1071951102,Jackson County,Alabama,AL,Census Tract 9511.02; Jackson County; Alabama,2401,27.2,9.9,19.1,17.8,19.0,23.1,20.4,2.8,0.5755,0.0,5028092,0.0,35.38,Moderate Risk,Adequate Access,2,Low Priority
1073000100,Jefferson County,Alabama,AL,Census Tract 1; Jefferson County; Alabama,2677,45.7,13.0,19.9,16.6,19.0,15.3,25.1,14.3,0.9486,0.0,5028092,0.0,45.3,Moderate Risk,Adequate Access,2,Low Priority
1073000300,Jefferson County,Alabama,AL,Census Tract 3; Jefferson County; Alabama,1354,55.5,8.2,18.9,7.3,16.9,19.9,23.3,10.9,0.8544,0.0,5028092,0.0,42.98,Moderate Risk,Adequate Access,2,Low Priority
1073000400,Jefferson County,Alabama,AL,Census Tract 4; Jefferson County; Alabama,3135,57.4,17.9,18.9,23.0,8.0,30.3,27.3,20.8,0.979,0.0,5028092,0.0,51.42,Moderate Risk,Adequate Access,2,Low Priority
1073000500,Jefferson County,Alabama,AL,Census Tract 5; Jefferson County; Alabama,2995,73.7,16.3,19.3,15.9,12.6,34.8,20.8,31.7,0.984,0.0,5028092,0.0,55.04,Moderate Risk,Adequate Access,2,Low Priority
1073000700,Jefferson County,Alabama,AL,Census Tract 7; Jefferson County; Alabama,1911,67.5,12.4,31.3,11.1,21.1,39.0,25.2,20.3,0.9658,0.0,5028092,0.0,53.28,Moderate Risk,Adequate Access,2,Low Priority
1073000800,Jefferson County,Alabama,AL,Census Tract 8; Jefferson County; Alabama,2904,55.2,12.5,22.8,18.8,32.5,8.6,26.0,3.1,0.9412,0.0,5028092,0.0,55.56,Moderate Risk,Adequate Access,2,Low Priority
1073001100,Jefferson County,Alabama,AL,Census Tract 11; Jefferson County; Alabama,5062,26.1,4.3,13.0,11.6,24.6,13.6,20.9,7.7,0.8702,0.0,5028092,0.0,32.72,Low Risk,Adequate Access,1,Low Priority
1073001200,Jefferson County,Alabama,AL,Census Tract 12; Jefferson County; Alabama,2411,30.3,9.1,9.8,10.8,36.9,16.5,19.7,5.2,0.6809,0.0,5028092,0.0,39.67,Moderate Risk,Adequate Access,2,Low Priority
1073001400,Jefferson County,Alabama,AL,Census Tract 14; Jefferson County; Alabama,2188,50.7,15.7,13.1,33.6,15.0,14.4,18.3,4.7,0.7011,0.0,5028092,0.0,52.67,Moderate Risk,Adequate Access,2,Low Priority
1073001500,Jefferson County,Alabama,AL,Census Tract 15; Jefferson County; Alabama,2369,52.6,7.8,25.6,21.0,19.7,14.0,20.9,7.8,0.957,0.0,5028092,0.0,48.1,Moderate Risk,Adequate Access,2,Low Priority
1073001600,Jefferson County,Alabama,AL,Census Tract 16; Jefferson County; Alabama,2849,55.8,8.3,20.8,13.4,27.6,17.3,23.7,5.8,0.9232,0.0,5028092,0.0,49.86,Moderate Risk,Adequate Access,2,Low Priority
1073001902,Jefferson County,Alabama,AL,Census Tract 19.02; Jefferson County; Alabama,1676,47.2,19.0,10.1,24.1,15.9,20.3,17.2,9.1,0.9137,0.0,5028092,0.0,47.73,Moderate Risk,Adequate Access,2,Low Priority
1073002000,Jefferson County,Alabama,AL,Census Tract 20; Jefferson County; Alabama,4121,63.4,17.4,20.1,31.5,12.5,19.8,27.8,19.0,0.9836,0.0,5028092,0.0,59.59,Moderate Risk,Adequate Access,2,Low Priority
1073002100,Jefferson County,Alabama,AL,Census Tract 21; Jefferson County; Alabama,2423,52.6,15.3,13.9,20.6,18.1,20.5,22.3,13.9,0.9681,0.0,5028092,0.0,49.76,Moderate Risk,Adequate Access,2,Low Priority
1073002200,Jefferson County,Alabama,AL,Census Tract 22; Jefferson County; Alabama,2458,46.8,14.0,15.5,10.2,19.2,24.3,20.6,22.4,0.9425,0.0,5028092,0.0,42.03,Moderate Risk,Adequate Access,2,Low Priority
1073002303,Jefferson County,Alabama,AL,Census Tract 23.03; Jefferson County; Alabama,2515,58.6,24.3,17.1,7.3,13.7,44.0,18.6,28.8,0.892,0.0,5028092,0.0,46.31,Moderate Risk,Adequate Access,2,Low Priority
1073002305,Jefferson County,Alabama,AL,Census Tract 23.05; Jefferson County; Alabama,3023,24.2,4.9,3.5,6.7,7.6,22.8,10.1,3.4,0.3211,0.0,5028092,0.0,20.75,Low Risk,Adequate Access,1,Low Priority
1073002306,Jefferson County,Alabama,AL,Census Tract 23.06; Jefferson County; Alabama,4016,6.2,1.2,1.3,3.4,13.8,12.5,15.3,1.7,0.0284,0.0,5028092,0.0,13.78,Low Risk,Adequate Access,1,Low Priority
1073002401,Jefferson County,Alabama,AL,Census Tract 24.01; Jefferson County; Alabama,2283,44.8,10.1,10.8,10.0,14.1,8.7,24.0,2.4,0.6833,0.0,5028092,0.0,39.06,Moderate Risk,Adequate Access,2,Low Priority
1073002402,Jefferson County,Alabama,AL,Census Tract 24.02; Jefferson County; Alabama,1456,70.0,27.8,18.9,12.4,7.3,51.5,28.5,46.2,0.9745,0.0,5028092,0.0,55.07,Moderate Risk,Adequate Access,2,Low Priority
1073002701,Jefferson County,Alabama,AL,Census Tract 27.01; Jefferson County; Alabama,1151,15.2,1.7,1.8,7.6,3.8,3.6,12.0,0.0,0.196,0.0,5028092,0.0,15.37,Low Risk,Adequate Access,1,Low Priority
1073002702,Jefferson County,Alabama,AL,Census Tract 27.02; Jefferson County; Alabama,2099,68.2,15.9,28.3,20.1,16.9,10.1,40.0,1.3,0.9456,0.0,5028092,0.0,61.09,Moderate Risk,Adequate Access,2,Low Priority
1073002900,Jefferson County,Alabama,AL,Census Tract 29; Jefferson County; Alabama,1499,56.5,14.5,28.0,15.5,17.7,20.3,19.9,9.8,0.9491,0.0,5028092,0.0,48.2,Moderate Risk,Adequate Access,2,Low Priority
1073003001,Jefferson County,Alabama,AL,Census Tract 30.01; Jefferson County; Alabama,3501,35.5,6.7,7.0,5.2,14.6,5.8,7.7,1.2,0.5525,0.0,5028092,0.0,27.54,Low Risk,Adequate Access,1,Low Priority
1073003002,Jefferson County,Alabama,AL,Census Tract 30.02; Jefferson County; Alabama,2550,22.4,11.4,13.8,10.8,25.7,20.2,34.2,4.6,0.7844,0.0,5028092,0.0,36.61,Moderate Risk,Adequate Access,2,Low Priority
1073003100,Jefferson County,Alabama,AL,Census Tract 31; Jefferson County; Alabama,3688,58.8,16.1,15.1,18.1,20.0,18.5,23.9,10.7,0.9292,0.0,5028092,0.0,52.76,Moderate Risk,Adequate Access,2,Low Priority
1073003200,Jefferson County,Alabama,AL,Census Tract 32; Jefferson County; Alabama,1141,52.1,7.5,18.9,14.2,11.5,30.0,25.2,12.3,0.972,0.0,5028092,0.0,42.93,Moderate Risk,Adequate Access,2,Low Priority
1073003300,Jefferson County,Alabama,AL,Census Tract 33; Jefferson County; Alabama,1776,32.9,10.6,21.3,10.1,5.5,25.6,45.2,12.9,0.6671,0.0,5028092,0.0,36.5,Moderate Risk,Adequate Access,2,Low Priority
1073003400,Jefferson County,Alabama,AL,Census Tract 34; Jefferson County; Alabama,1898,49.1,15.6,17.2,20.8,11.7,21.3,19.1,11.9,0.8726,0.0,5028092,0.0,45.17,Moderate Risk,Adequate Access,2,Low Priority
1073003500,Jefferson County,Alabama,AL,Census Tract 35; Jefferson County; Alabama,2700,45.6,20.6,8.8,18.2,8.3,32.9,16.6,17.3,0.9554,0.0,5028092,0.0,41.87,Moderate Risk,Adequate Access,2,Low Priority
1073003600,Jefferson County,Alabama,AL,Census Tract 36; Jefferson County; Alabama,4417,29.8,4.0,11.0,9.8,29.0,14.1,13.3,4.8,0.6892,0.0,5028092,0.0,33.03,Moderate Risk,Adequate Access,2,Low Priority
1073003700,Jefferson County,Alabama,AL,Census Tract 37; Jefferson County; Alabama,4511,48.4,9.0,15.8,17.0,19.4,24.9,29.1,10.0,0.9147,0.0,5028092,0.0,46.84,Moderate Risk,Adequate Access,2,Low Priority
1073003802,Jefferson County,Alabama,AL,Census Tract 38.02; Jefferson County; Alabama,5179,28.4,2.6,8.0,6.7,15.8,27.2,14.2,9.3,0.5848,0.0,5028092,0.0,26.1,Low Risk,Adequate Access,1,Low Priority
1073003803,Jefferson County,Alabama,AL,Census Tract 38.03; Jefferson County; Alabama,3293,43.5,6.9,12.7,17.7,15.8,21.6,19.9,12.1,0.9258,0.0,5028092,0.0,40.58,Moderate Risk,Adequate Access,2,Low Priority
1073003900,Jefferson County,Alabama,AL,Census Tract 39; Jefferson County; Alabama,1026,52.8,0.0,12.1,24.3,19.2,16.7,16.1,14.2,0.8047,0.0,5028092,0.0,46.09,Moderate Risk,Adequate Access,2,Low Priority
1073004000,Jefferson County,Alabama,AL,Census Tract 40; Jefferson County; Alabama,2609,65.5,20.3,21.2,13.3,28.7,14.6,33.6,13.0,0.9581,0.0,5028092,0.0,60.53,Moderate Risk,Adequate Access,2,Low Priority
1073004200,Jefferson County,Alabama,AL,Census Tract 42; Jefferson County; Alabama,1334,34.5,9.5,8.9,19.4,19.0,7.6,28.5,3.8,0.8576,0.0,5028092,0.0,41.48,Moderate Risk,Adequate Access,2,Low Priority
1073004501,Jefferson County,Alabama,AL,Census Tract 45.01; Jefferson County; Alabama,3510,15.2,5.4,0.0,0.6,0.0,1.3,0.8,0.0,0.0714,0.0,5028092,0.0,8.81,Low Risk,Adequate Access,1,Low Priority
1073004502,Jefferson County,Alabama,AL,Census Tract 45.02; Jefferson County; Alabama,3171,48.2,5.5,3.3,6.0,2.5,7.5,3.6,5.7,0.6375,0.0,5028092,0.0,27.83,Low Risk,Adequate Access,1,Low Priority
1073004701,Jefferson County,Alabama,AL,Census Tract 47.01; Jefferson County; Alabama,3118,17.2,2.5,3.2,3.7,14.4,3.2,8.3,2.8,0.1594,0.0,5028092,0.0,17.56,Low Risk,Adequate Access,1,Low Priority
1073004702,Jefferson County,Alabama,AL,Census Tract 47.02; Jefferson County; Alabama,3022,11.4,1.3,0.5,3.0,18.6,10.5,5.5,4.4,0.0669,0.0,5028092,0.0,15.06,Low Risk,Adequate Access,1,Low Priority
1073004800,Jefferson County,Alabama,AL,Census Tract 48; Jefferson County; Alabama,1814,16.3,3.7,1.7,6.4,46.7,2.1,16.1,0.0,0.2425,0.0,5028092,0.0,32.47,Low Risk,Adequate Access,1,Low Priority
1073004901,Jefferson County,Alabama,AL,Census Tract 49.01; Jefferson County; Alabama,1053,29.7,0.6,1.6,10.1,13.4,11.6,12.4,0.0,0.5099,0.0,5028092,0.0,26.32,Low Risk,Adequate Access,1,Low Priority
1073004902,Jefferson County,Alabama,AL,Census Tract 49.02; Jefferson County; Alabama,3183,27.1,5.0,4.3,15.8,6.7,4.1,8.6,1.3,0.4794,0.0,5028092,0.0,25.46,Low Risk,Adequate Access,1,Low Priority
1073005000,Jefferson County,Alabama,AL,Census Tract 50; Jefferson County; Alabama,3424,28.0,3.3,4.2,6.9,7.4,13.2,7.9,4.5,0.4158,0.0,5028092,0.0,21.46,Low Risk,Adequate Access,1,Low Priority
1073005101,Jefferson County,Alabama,AL,Census Tract 51.01; Jefferson County; Alabama,856,78.5,15.0,10.4,9.7,7.4,50.7,10.0,39.4,0.8634,0.0,5028092,0.0,49.25,Moderate Risk,Adequate Access,2,Low Priority
1073005103,Jefferson County,Alabama,AL,Census Tract 51.03; Jefferson County; Alabama,3090,44.7,7.3,11.6,22.8,24.0,24.9,14.2,8.9,0.8976,0.0,5028092,0.0,44.95,Moderate Risk,Adequate Access,2,Low Priority
1073005104,Jefferson County,Alabama,AL,Census Tract 51.04; Jefferson County; Alabama,2561,20.7,0.8,3.1,7.5,2.5,13.7,6.7,6.1,0.2788,0.0,5028092,0.0,15.66,Low Risk,Adequate Access,1,Low Priority
1073005200,Jefferson County,Alabama,AL,Census Tract 52; Jefferson County; Alabama,3826,35.9,8.6,14.9,20.3,15.4,21.6,18.0,11.6,0.8354,0.0,5028092,0.0,38.13,Moderate Risk,Adequate Access,2,Low Priority
1073005302,Jefferson County,Alabama,AL,Census Tract 53.02; Jefferson County; Alabama,3599,5.8,2.0,5.5,10.4,25.0,21.8,18.1,1.0,0.1863,0.0,5028092,0.0,21.78,Low Risk,Adequate Access,1,Low Priority
1073005500,Jefferson County,Alabama,AL,Census Tract 55; Jefferson County; Alabama,1594,55.9,6.8,16.6,17.1,18.3,25.9,33.2,11.4,0.9198,0.0,5028092,0.0,50.39,Moderate Risk,Adequate Access,2,Low Priority
1073005600,Jefferson County,Alabama,AL,Census Tract 56; Jefferson County; Alabama,4226,8.3,0.5,4.2,3.9,21.0,5.8,14.3,0.7,0.1994,0.0,5028092,0.0,17.1,Low Risk,Adequate Access,1,Low Priority
1073005701,Jefferson County,Alabama,AL,Census Tract 57.01; Jefferson County; Alabama,1484,31.5,12.9,17.9,8.4,32.0,11.9,34.9,12.5,0.7415,0.0,5028092,0.0,42.51,Moderate Risk,Adequate Access,2,Low Priority
1073005702,Jefferson County,Alabama,AL,Census Tract 57.02; Jefferson County; Alabama,2758,40.5,5.7,12.2,13.9,24.6,20.9,20.7,13.8,0.9345,0.0,5028092,0.0,40.58,Moderate Risk,Adequate Access,2,Low Priority
1073005800,Jefferson County,Alabama,AL,Census Tract 58; Jefferson County; Alabama,3666,41.2,8.8,9.8,14.4,8.2,17.8,13.4,8.7,0.8135,0.0,5028092,0.0,34.07,Moderate Risk,Adequate Access,2,Low Priority
1073005903,Jefferson County,Alabama,AL,Census Tract 59.03; Jefferson County; Alabama,5217,23.1,2.7,7.9,9.0,11.4,22.1,15.3,4.4,0.4668,0.0,5028092,0.0,23.48,Low Risk,Adequate Access,1,Low Priority
1073005905,Jefferson County,Alabama,AL,Census Tract 59.05; Jefferson County; Alabama,6916,36.2,5.9,22.8,22.9,8.0,34.5,14.3,12.3,0.7599,0.0,5028092,0.0,35.03,Moderate Risk,Adequate Access,2,Low Priority
1073005907,Jefferson County,Alabama,AL,Census Tract 59.07; Jefferson County; Alabama,2959,45.3,4.7,11.8,2.3,12.1,39.4,7.7,4.0,0.3391,0.0,5028092,0.0,29.21,Low Risk,Adequate Access,1,Low Priority
1073005908,Jefferson County,Alabama,AL,Census Tract 59.08; Jefferson County; Alabama,3048,44.7,11.8,10.6,12.0,9.5,31.7,21.6,19.9,0.8055,0.0,5028092,0.0,38.07,Moderate Risk,Adequate Access,2,Low Priority
1073005909,Jefferson County,Alabama,AL,Census Tract 59.09; Jefferson County; Alabama,2225,26.7,6.9,7.9,10.1,13.1,26.4,15.5,21.0,0.5062,0.0,5028092,0.0,27.41,Low Risk,Adequate Access,1,Low Priority
1073005910,Jefferson County,Alabama,AL,Census Tract 59.10; Jefferson County; Alabama,5435,30.4,5.2,6.9,6.8,14.2,21.7,21.5,7.9,0.8079,0.0,5028092,0.0,29.15,Low Risk,Adequate Access,1,Low Priority
